IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,169,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,170,0.00
34.141.248.249,2053,80,false,AMS,Europe,NL,Amsterdam,171,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,172,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,173,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,173,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,177,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,177,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,178,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,179,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,179,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,180,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,180,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,181,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,186,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,188,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,190,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,191,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,192,0.00
35.201.107.185,80,80,false,SIN,Asia Pacific,SG,Singapore,192,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,195,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,204,0.00
34.141.248.249,2095,80,false,AMS,Europe,NL,Amsterdam,208,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,208,0.00
35.232.39.116,80,80,false,DFW,North America,US,Dallas,211,0.00
34.68.11.207,8880,8880,false,ORD,North America,US,Chicago,217,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,217,0.00
34.68.11.207,80,80,false,ORD,North America,US,Chicago,217,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,218,0.00
34.68.11.207,8080,8080,false,ORD,North America,US,Chicago,218,0.00
34.68.11.207,8880,8880,false,ORD,North America,US,Chicago,219,0.00
34.68.11.207,80,80,false,ORD,North America,US,Chicago,220,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,221,0.00
34.68.11.207,8080,8080,false,ORD,North America,US,Chicago,223,0.00
34.68.11.207,8080,8080,false,ORD,North America,US,Chicago,225,0.00
34.68.11.207,80,80,false,ORD,North America,US,Chicago,227,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,231,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,232,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,233,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,233,0.00
34.68.11.207,8880,8880,false,ORD,North America,US,Chicago,235,0.00
104.196.221.253,80,80,false,ATL,North America,US,Atlanta,235,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,238,0.00
34.68.11.207,8080,8080,false,ORD,North America,US,Chicago,240,0.00
34.68.11.207,80,80,false,ORD,North America,US,Chicago,242,0.00
35.184.226.235,80,80,false,ORD,North America,US,Chicago,243,0.00
34.68.11.207,8880,8880,false,ORD,North America,US,Chicago,246,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,275,0.00
35.247.124.181,80,80,false,SEA,North America,US,Seattle,277,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,279,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,280,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,326,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,364,0.00
