IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
35.184.226.235,80,80,false,ORD,North America,US,Chicago,277,0.00
34.79.212.119,8080,80,false,CDG,Europe,FR,Paris,279,0.00
34.68.11.207,80,80,false,ORD,North America,US,Chicago,284,0.00
34.89.209.94,80,80,false,FRA,Europe,DE,Frankfurt,285,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,292,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,298,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,303,0.00
34.79.212.119,8080,80,false,CDG,Europe,FR,Paris,313,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,315,0.00
34.82.188.91,443,443,true,SEA,North America,US,Seattle,341,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,348,0.00
